OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,Location,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
10040658,4/8/2010,21:00,4/8/2010,23:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Burger Bowl Field   340   Z4 - 800 Block Hemphill Avenue, NW",Burger Bowl Field   340   Z4,800,NULL,"Block Hemphill Avenue, NW",NULL,NULL,1
10040659,4/9/2010,21:11,4/9/2010,21:29:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAMRES,Z2,"Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way, NW, room 313",Glenn Residence Hall   16   Z2,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10040660,4/10/2010,0:30,4/10/2010,2:11:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Hemphill Avenue Apartments   131   Z4 - 900 Hemphill Avenue, NW, room 508",Hemphill Avenue Apartments   131   Z4,900,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10040662,4/10/2010,3:10,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Hemphill Avenue Apartments   131   Z4 - 900 Hemphill Avenue, NW, room 508",Hemphill Avenue Apartments   131   Z4,900,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10040663,4/10/2010,3:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Tech Parkway b/w Regents Drive, NW and Northside Drive, NW","Tech Parkway b/w Regents Drive, NW and Northside Drive, NW",NULL,NULL,NULL,NULL,NULL,1
10040664,4/10/2010,1:07,4/10/2010,1:54:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z3,"Delta Tau Omega Fraternity - 205 Fourth Street, NW",Delta Tau Omega Fraternity,205,NULL,"Fourth Street, NW",NULL,NULL,2
10040665,4/10/2010,8:25,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z3,"Marietta Street, NW @ Wallace Street, NW","Marietta Street, NW @ Wallace Street, NW",NULL,NULL,NULL,NULL,NULL,1
10040667,4/10/2010,22:01,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Hemphill Avenue, NW @ Tenth Street, NW","Hemphill Avenue, NW @ Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10040668,4/11/2010,0:30,4/11/2010,1:10:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,OFFCAM,"West Peachtree Place, NW @ West Peachtree Street, NW","West Peachtree Place, NW @ West Peachtree Street, NW",NULL,NULL,NULL,NULL,NULL,1
10040669,4/11/2010,2:46,NULL,NULL,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Fourteenth Street, NW @ Snyder Street, NW  Z1","Fourteenth Street, NW @ Snyder Street, NW  Z1",NULL,NULL,NULL,NULL,NULL,1
10040670,4/11/2010,2:43,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Towers Residence Hall   15   Z2 - 112 Bobby Dodd Way, NW, room 343",Towers Residence Hall   15   Z2,112,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10040671,4/11/2010,0:45,4/11/2010,3:45:00,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z1,"Tau Kappa Epsilon Fraternity  328   Z - 841 Fowler Street, NW",Tau kappa Epsilon Fraternity  328   Z,841,NULL,"Fowler Street, NW",NULL,NULL,1
10040672,4/11/2010,4:14,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,Eighth Street @ Cyprus Street,Eighth Street @ Cyprus Street,NULL,NULL,NULL,NULL,NULL,1
10040673,4/11/2010,5:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Atlantic Drive, NW  Z1","Tenth Street, NW @ Atlantic Drive, NW  Z1",NULL,NULL,NULL,NULL,NULL,1
10040674,4/11/2010,9:36,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Hemphill Street, NW","Northside Drive, NW @ Hemphill Street, NW",NULL,NULL,NULL,NULL,NULL,1
10040675,4/11/2010,14:15,4/11/2010,15:15:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10040676,4/11/2010,17:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Bill Moore Tennis Center   80   Z1 - 940 Fowler Street, NW",Bill Moore Tennis Center   80   Z1,940,NULL,"Fowler Street, NW",NULL,NULL,1
10040677,4/11/2010,19:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Williams Street, NW  Z2","North Avenue, NW @ Williams Street, NW  Z2",NULL,NULL,NULL,NULL,NULL,1
10040678,4/11/2010,18:30,4/11/2010,20:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z3,"Klaus Advanced Computing Building   153   Z3 - 266 Ferst Drive, NW",Klaus Advanced Computing Building   153   Z3,266,NULL,"Ferst Drive, NW",NULL,NULL,1
10040679,4/12/2010,0:32,4/12/2010,1:08:00,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Rich Building   51C   Z2 - 258 Fourth Street, NW",Rich Building   51C   Z2,258,NULL,"Fourth Street, NW",NULL,NULL,1
10040680,4/12/2010,1:28,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Fowler Street, NW",NULL,NULL,NULL,"Tenth Street, NW @ Fowler Street, NW",NULL,NULL,1
10040681,4/12/2010,1:39,NULL,NULL,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Centennial Olympic Park Drive, NW","North Avenue, NW @ Centennial Olympic Park Drive, NW",NULL,NULL,NULL,NULL,NULL,1
10040682,4/9/2010,17:00,4/12/2010,8:48:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments South - 120 North Avenue, NW",North Avenue Apartments South,120,NULL,"North Avenue, NW",NULL,NULL,1
10040683,4/9/2010,17:00,4/12/2010,8:50:00,7399,Miscellaneous Offenses,Inactive,NULL,ONCAMRES,Z4,"Sixth Street Apartments East - 501 Sixth Street, NW",Sixth Street Apartments East,501,NULL,"Sixth Street, NW",NULL,NULL,1
10040684,4/9/2010,17:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Broadband Institute Lab (Smart House)  152  Z1 - 479 Tenth Street, NW",Broadband Institute Lab (Smart House)  152  Z1,479,NULL,"Tenth Street, NW",NULL,NULL,1
10040685,4/9/2010,17:00,4/12/2010,11:00:00,5707,Criminal Trespass,Closed/Leads Exhausted,Prosecution Declined,ONCAMRES,Z4,"Maulding Residence Hall (Sixth St. Apts.)  65  Z4 - 501 Sixth Street, NW",Maulding Residence Hall (Sixth St. Apts.)  65  Z4,501,NULL,"Sixth Street, NW",NULL,NULL,1
10040686,4/12/2010,11:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Ferst Drive, NW @ State Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10040687,4/12/2010,11:35,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Center   104   Z3 - 351 Ferst Drive, NW",Student Center   104   Z3,351,NULL,"Ferst Drive, NW",NULL,NULL,1
10040688,4/12/2010,19:00,4/12/2010,19:05:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Woodruff Residence Hall South  116   Z4 - 870 Curran Street, NW",Woodruff Residence Hall South  116   Z4,870,NULL,"Curran Street, NW",NULL,NULL,1
10040689,4/12/2010,21:25,4/12/2010,22:47:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"Centennial Olympic Park Drive, NW @ Hunnicutt Street, NW  Z2","Centennial Olympic Park Drive, NW @ Hunnicutt Street, NW  Z2",NULL,NULL,NULL,NULL,NULL,1
10040690,4/13/2010,0:11,4/13/2010,0:11:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Bobby Dodd Stadium - 155 North Avenue, NW",Bobby Dodd Stadium,155,NULL,"North Avenue, NW",NULL,NULL,1
10040691,4/13/2010,15:19,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Student Health Center   82   Z4 - 740 Ferst Drive, NW",Student Health Center   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10040692,4/12/2010,17:00,4/12/2010,17:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"College of Architecture - 245 Fourth Street, NW",College of Architecture,245,NULL,"Fourth Street, NW",NULL,NULL,1
10040693,4/13/2010,20:15,4/13/2010,21:10:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Lambert Street, NW",NULL,NULL,NULL,"Northside Drive, NW @ Lambert Street, NW",NULL,NULL,1
10040694,4/13/2010,20:49,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Towers Residence Hall   15   Z2 - 112 Bobby Dodd Way, NW",Towers Residence Hall   15   Z2,112,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10040695,4/3/2010,0:00,4/5/2010,7:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10040696,4/13/2010,17:04,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,PUB,Z2,"Powerplant Drive, NW @ Substation Drive, NW    Z2","Powerplant Drive, NW @ Substation Drive, NW    Z2",NULL,NULL,NULL,NULL,NULL,1
10040697,4/10/2010,19:00,4/11/2010,10:00:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z3,"Phi Mu Sorority   362   Z3 - 240 Ferst Drive, NW",Phi Mu Sorority   362   Z3,240,NULL,"Ferst Drive, NW",NULL,NULL,1
10040698,4/14/2010,16:05,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"North Avenue, NW b/w McAffee Street, NW & Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10040699,4/14/2010,18:00,4/14/2010,18:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Boggs Building   103   Z3 - 770 State Street, NW",Boggs Building   103   Z3,770,NULL,"State Street, NW",NULL,NULL,1
10040700,4/14/2010,17:34,4/14/2010,18:50:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,"Georgia Tech Hotel & Conference Center   171  Z2 - 800 Spring Street, NW",Georgia Tech Hotel & Conference Center   171  Z2,800,NULL,"Spring Street, NW",NULL,NULL,1
10040701,4/14/2010,23:22,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,North Avenue @ Northside Drive  Z4,North Avenue @ Northside Drive  Z4,NULL,NULL,NULL,NULL,NULL,1
10040702,4/14/2010,19:00,4/15/2010,7:30:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,NONCAM,Z2,"Beta Theta Pi Fraternity   303   Z2 - 764 Fowler Street, NW, Room 13",Beta Theta Pi Fraternity   303   Z2,764,NULL,"Fowler Street, NW",NULL,NULL,1
10040703,4/15/2010,9:52,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Student Health Center   82   Z4 - 740 Ferst Drive, NW",Student Health Center   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10040704,4/15/2010,1:00,4/15/2010,7:00:00,2308,Larceny – From Building,Inactive,NULL,NONCAM,Z2,"Beta Theta Pi Fraternity   303   Z2 - 764 Fowler Street, NW",Beta Theta Pi Fraternity   303   Z2,764,NULL,"Fowler Street, NW",NULL,NULL,1
10040705,4/15/2010,13:08,NULL,NULL,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Eighth Street Apartments   130   Z4 - 555 Eighth Street, NW, East/Room 207",Eighth Street Apartments   130   Z4,555,NULL,"Eighth Street, NW",NULL,NULL,1
10040706,4/15/2010,14:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Old Civil Engineering Building - 221 Bobby Dodd Way, NW",Old Civil Engineering Building,221,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10040707,4/15/2010,16:36,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Student Health Center   82   Z4 - 740 Ferst Drive, NW",Student Health Center   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10040708,4/15/2010,17:30,4/15/2010,20:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10040709,4/15/2010,20:35,4/15/2010,21:14:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Towers Residence Hall   15   Z2 - 112 Bobby Dodd Way, NW",Towers Residence Hall   15   Z2,112,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10040710,4/16/2010,1:18,4/16/2010,1:32:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Perry/Matheson Residence Hall   92   Z2 - 715 Techwood Drive, NW, 4th floor restroom",Perry/Matheson Residence Hall   92   Z2,715,NULL,"Techwood Drive, NW",NULL,NULL,1
10040711,4/16/2010,1:24,4/16/2010,1:24:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Fowler Street, NW  Z1","Tenth Street, NW @ Fowler Street, NW  Z1",NULL,NULL,NULL,NULL,NULL,1
10040712,4/16/2010,1:51,4/16/2010,2:26:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z2,"Phi Kappa Tau Fraternity Parking lot   317   Z2 - 175 Fourth Street, NW",Phi Kappa Tau Fraternity Parking lot   317   Z2,175,NULL,"Fourth Street, NW",NULL,NULL,1
10040713,4/16/2010,2:45,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Undergraduate Living Center  64   Z4 - 580 Turner Place, NW",Undergraduate Living Center  64   Z4,580,NULL,"Turner Place, NW",NULL,NULL,1
10040714,4/16/2010,3:48,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW","Northside Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,1
10040715,4/16/2010,9:20,4/16/2010,10:30:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,"Williams Street, NW @ Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10040716,4/12/2010,17:00,4/13/2010,8:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z4,"Woodruff Residence Hall   116   Z4 - 870 Curran Street, NW",Woodruff Residence Hall   116   Z4,870,NULL,"Curran Street, NW",NULL,NULL,1
10040717,4/16/2010,13:11,4/16/2010,13:55:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Woodruff Residence Hall South   116   Z4 - 870 Curran Street, NW",Woodruff Residence Hall South   116   Z4,870,NULL,"Curran Street, NW",NULL,NULL,1
10040718,4/16/2010,13:15,4/16/2010,14:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Tenth Street, NW @ Curran Street, NW  Z4","Tenth Street, NW @ Curran Street, NW  Z4",NULL,NULL,NULL,NULL,NULL,1
10040719,4/16/2010,3:00,4/16/2010,7:00:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,ONCAMRES,Z3,"Pi Kappa Alpha Fraternity - 260 Fifth Street, NW",Pi Kappa Alpha Fraternity,260,NULL,"Fifth Street, NW",NULL,NULL,1
10040720,4/17/2010,2:50,4/17/2010,3:01:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAMRES,Z3,"Phi Mu Sorority   362   Z3 - 240 Ferst Drive, NW",Phi Mu Sorority   362   Z3,240,NULL,"Ferst Drive, NW",NULL,NULL,1
10040721,4/17/2010,3:15,4/17/2010,3:45:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Delta Tau Delta Fraternity   308   Z3 - 227 Fourth Street, NW",Delta Tau Delta Fraternity   308   Z3,227,NULL,"Fourth Street, NW",NULL,NULL,1
10040722,4/17/2010,3:31,4/17/2010,5:10:00,3605,Indecent Exposure,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,"728 West Peachtree Street, NW",NULL,728,NULL,"West Peachtree Street, NW",NULL,NULL,1
10040723,4/17/2010,11:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z1,"Fowler Street, NW b/w Sixth Street, NW & Ferst Drive, NW","Fowler Street, NW b/w Sixth Street, NW & Ferst Drive, NW",NULL,NULL,NULL,NULL,NULL,2
10040725,4/17/2010,17:15,4/17/2010,18:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10040726,4/17/2010,18:50,4/17/2010,19:45:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4,"Marietta Street, NW @ Northside Drive, NW",NULL,NULL,NULL,"Marietta Street, NW @ Northside Drive, NW",NULL,NULL,1
10040727,4/17/2010,19:57,4/17/2010,20:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z4," Howell Mill Road, NW and Edgehill Avenue, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10040728,4/18/2010,0:00,4/18/2010,0:25:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Bobby Dodd Stadium   17   Z2 - 157 North Avenue, NW",Bobby Dodd Stadium   17   Z2,157,NULL,"North Avenue, NW",NULL,NULL,1
10040729,4/18/2010,2:25,NULL,NULL,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,NONCAM,Z3,"Sigma Alpha Epsilon Fraternity   323  Z3 - 221 Fourth Street, NW",Sigma Alpha Epsilon Fraternity   323  Z3,221,NULL,"Fourth Street, NW",NULL,NULL,1
10040731,4/18/2010,12:40,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z2,"Fowler Street, NW @ Fourth Street, NW (Beta)  Z2","Fowler Street, NW @ Fourth Street, NW (Beta)  Z2",NULL,NULL,NULL,NULL,NULL,1
10040732,4/12/2010,16:00,4/16/2010,16:00:00,2317,Larceny – Bicycle,Inactive,NULL,ONCAM,Z4,"Fitten Residence Hall   119   Z4 - 855 McMillan Street, NW",Fitten Residence Hall   119   Z4,855,NULL,"McMillan Street, NW",NULL,NULL,1
10040733,4/18/2010,17:01,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,"Spring Street, NW @ Linden Avenue, NW  Z2","Spring Street, NW @ Linden Avenue, NW  Z2",NULL,NULL,NULL,NULL,NULL,1
10040734,4/18/2010,20:40,4/18/2010,20:51:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Boggs/Physics parking lot  103   Z3 - 770 State Street, NW",Boggs/Physics parking lot  103   Z3,770,NULL,"State Street, NW",NULL,NULL,1
10040735,4/18/2010,23:41,4/19/2010,0:30:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"800 Spring Street, NW",NULL,800,NULL,"Spring Street, NW",NULL,NULL,1
10040736,4/18/2010,23:30,4/19/2010,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,"Northside Drive, NW  @ Kennedy Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10040737,4/19/2010,2:50,4/19/2010,3:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z3,"Phi Kappa Theta Fraternity - 800 Fowler Street, NW",Phi Kappa Theta Fraternity,800,NULL,"Fowler Street, NW",NULL,NULL,1
10040738,4/19/2010,3:55,4/19/2010,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"Marietta Street, NW @ McMillan Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10040739,4/19/2010,6:40,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,Old Civil Engineering Building - 221 Bobby Dodd Way NW,Old Civil Engineering Building,221,NULL,Bobby Dodd Way NW,NULL,NULL,1
10040740,4/14/2010,15:00,4/19/2010,7:45:00,2203,Burglary  – Forced Entry – NonResidence,Inactive,NULL,ONCAM,Z1,"O'Keefe Building   33   Z1 - 151 Sixth Street, NW",O'Keefe Building   33   Z1,151,NULL,"Sixth Street, NW",NULL,NULL,1
10040741,4/16/2010,17:00,4/19/2010,9:10:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z2,"Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way, NW, Bike Rack",Glenn Residence Hall   16   Z2,118,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
10040742,4/19/2010,11:00,NULL,NULL,5707,Criminal Trespass,Inactive,NULL,ONCAM,Z4,"Student Health Center parking lot   82   Z4 - 740 Ferst Drive, NW",Student Health Center parking lot   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10040743,4/16/2010,16:15,4/18/2010,14:00:00,2204,Burglary – No Forced Entry – Residence,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue, NW, Apartment 716",North Avenue Apartments North,120,NULL,"North Avenue, NW",NULL,NULL,1
10040745,4/19/2010,18:42,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Alpha Delta Pi Sorority   334   Z2 - 729 Brittain Drive, NW",Alpha Delta Pi Sorority   334   Z2,729,NULL,"Brittain Drive, NW",NULL,NULL,1
10040746,4/19/2010,22:00,4/19/2010,22:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
10040747,4/20/2010,0:15,4/20/2010,1:00:00,1299,Robbery Offense Free Text,Inactive,NULL,ONCAM,Z2,"Ferst Street, NW @ Cherry Street, NW","Ferst Street, NW @ Cherry Street, NW",NULL,NULL,NULL,NULL,NULL,1
10040748,4/20/2010,0:40,NULL,NULL,1399,Assault/Battery Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Howell Residence Hall   10   Z2 - 640 Williams Street, NW",Howell Residence Hall   10   Z2,640,NULL,"Williams Street, NW",NULL,NULL,1
10040749,4/20/2010,6:20,4/20/2010,6:34:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z1,"Center Street Apartments South   132  Z1 - 939 Hemphill Avenue, NW, room 010",Center Street Apartments South   132  Z1,939,NULL,"Hemphill Avenue, NW",NULL,NULL,1
10040750,4/20/2010,12:05,4/20/2010,13:20:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Boggs Building - 770 State Street, NW, room 316",Boggs Building,770,NULL,"State Street, NW",NULL,NULL,1
10040751,4/20/2010,16:48,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z4,"Student Health Center   82   Z4 - 740 Ferst Drive, NW",Student Health Center   82   Z4,740,NULL,"Ferst Drive, NW",NULL,NULL,1
10040752,4/17/2010,14:00,4/18/2010,11:00:00,2204,Burglary – No Forced Entry – Residence,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"North Avenue Apartments East - 120 North Avenue, NW, room 609-B",North Avenue Apartments East,120,NULL,"North Avenue, NW",NULL,NULL,1
10040754,4/20/2010,21:49,4/20/2010,22:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,Z4,"Eighth Street, NW @ McMillan Street, NW","Eighth Street, NW @ McMillan Street, NW",NULL,NULL,NULL,NULL,NULL,1
10040755,4/20/2010,15:45,4/20/2010,18:00:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z4,"Habersham House (Ivan Allen College)   137  Z4 - 781 Marietta Street, NW",Habersham House (Ivan Allen College)   137  Z4,781,NULL,"Marietta Street, NW",NULL,NULL,1
10040756,4/20/2010,12:00,4/21/2010,10:14:00,5707,Criminal Trespass,Further Investigation,NULL,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue, NW, room 405",North Avenue Apartments North,120,NULL,"North Avenue, NW",NULL,NULL,1
10040757,4/17/2010,10:00,4/19/2010,15:00:00,2204,Burglary – No Forced Entry – Residence,Closed/Cleared,Unfounded,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue, NW, room 717",North Avenue Apartments North,120,NULL,"North Avenue, NW",NULL,NULL,1
10040758,4/21/2010,7:30,4/21/2010,8:00:00,5707,Criminal Trespass,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Old Architecture Building - 245 Fourth Street, NW",Old Architecture Building,245,NULL,"Fourth Street, NW",NULL,NULL,1
10040759,4/14/2010,7:00,4/14/2010,16:30:00,7399,Miscellaneous Offenses,Inactive,NULL,ONCAM,Z1,"North Campus Parking Deck   148   Z1 - 352 Peachtree Place, NW",North Campus Parking Deck   148   Z1,352,NULL,"Peachtree Place, NW",NULL,NULL,1
10040760,4/21/2010,14:45,4/21/2010,15:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Nano Technology Z1 - 347 Ferst Drive, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
10040761,4/21/2010,15:02,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Familly Apartments   180   Z1 - 251 Tenth Street, NW, Building A",Familly Apartments   180   Z1,251,NULL,"Tenth Street, NW",NULL,NULL,1
10040762,4/20/2010,17:00,4/21/2010,10:30:00,2308,Larceny – From Building,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments North - 120 North Avenue, NW",North Avenue Apartments North,120,NULL,"North Avenue, NW",NULL,NULL,1
10040763,4/21/2010,12:15,4/21/2010,18:55:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z2,"Tech Square Parking Deck - 770 Spring Street, NW",Tech Square Parking Deck,770,NULL,"Spring Street, NW",NULL,NULL,1
