OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,Location,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
12030562,3/18/2012,1:00,3/18/2012,2:30:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"West Peachtree, NW @ 3rd Street, NW",NULL,NULL,NULL,NULL,NULL,NULL,1
12030563,3/18/2012,1:25,3/18/2012,1:45:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Student Center   104   Z3 - 351 Ferst Drive NW,Student Center   104   Z3,351,NULL,Ferst Drive NW,NULL,NULL,1
12030564,3/18/2012,5:32,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,NULL,700  Block of Techwood Drive,NULL,700,NULL, Block of Techwood Drive,-84.391992,33.772591,1
12030565,3/18/2012,14:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Boggs Building   103   Z3 - 770 State Street NW,Boggs Building   103   Z3,770,NULL,State Street NW,NULL,NULL,1
12030566,3/17/2012,15:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"North Avenue Apartments - 120 North Avenue, NW, Room 1209",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
12030567,3/18/2012,22:30,3/18/2012,23:00:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z1,955 Fowler Street NW,Facilities   32   Z1,955,NULL,Fowler Street NW,NULL,NULL,1
12030568,3/16/2012,15:30,3/19/2012,8:15:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z4,"Woodruff Residence Hall - 870 Curran Street, NW, North",Woodruff Residence Hall,870,NULL,"Curran Street, NW",NULL,NULL,1
12030569,3/16/2012,16:30,3/18/2012,23:59:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z4,"Eighth Street Apartments - 555 Eighth Street, NW, East",Eighth Street Apartments,555,NULL,"Eighth Street, NW",NULL,NULL,1
12030570,3/12/2012,8:00,3/19/2012,8:00:00,2999,Damage to Property Offense Free Text,Inactive,NULL,ONCAM,Z2,"Fifth Street, NW @ Techwood Drive, NW - Fifth Street Bridge - Bridge","Fifth Street, NW @ Techwood Drive, NW - Fifth Street Bridge",NULL,NULL,NULL,NULL,NULL,1
12030571,3/19/2012,20:45,3/20/2012,0:30:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z4,"Campus Recreation Center Sak Field   122   Z4 - 750 Ferst Drive, NW",Campus Recreation Center Sak Field   122   Z4,750,NULL,"Ferst Drive, NW",NULL,NULL,1
12030572,3/20/2012,9:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Center - 351 Ferst Drive, NW",Student Center,351,NULL,"Ferst Drive, NW",NULL,NULL,1
12030573,3/20/2012,10:15,NULL,NULL,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,"Kappa Alpha Fraternity   310   Z2 - 801 Techwood Drive, NW",Kappa Alpha Fraternity   310   Z2,801,NULL,"Techwood Drive, NW",NULL,NULL,1
12030576,3/20/2012,15:40,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Industrial Systems and Engineering - 755 Ferst Drive, NW",Industrial Systems and Engineering,755,NULL,"Ferst Drive, NW",NULL,NULL,1
12030577,3/21/2012,0:29,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Beringause Building   46   Z1 - 879 Hemphill Avenue, NW",Beringause Building   46   Z1,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
12030578,3/21/2012,3:04,3/21/2012,3:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Woodruff Residence Hall   116   Z4 - 870 Curran Street NW, North and South",Woodruff Residence Hall   116   Z4,870,NULL,Curran Street NW,NULL,NULL,1
12030580,3/21/2012,11:19,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z1,"Techwood Drive, NW @ Tenth Street, NW","Techwood Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,NULL,NULL,1
12030581,3/17/2012,14:00,3/17/2012,15:00:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z1,"Griffin Track - 930 Fowler Street, NW",Griffin Track,930,NULL,"Fowler Street, NW",NULL,NULL,1
12030582,3/21/2012,12:25,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Boggs Building   103   Z3 - 770 State Street NW,Boggs Building   103   Z3,770,NULL,State Street NW,NULL,NULL,1
12030583,3/20/2012,12:30,3/20/2012,17:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Student Center   Z3 - 350 Ferst Drive NW,Student Center   Z3,350,NULL,Ferst Drive NW,NULL,NULL,1
12030584,3/21/2012,22:10,3/21/2012,22:45:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z1,NorthSide Drive@ Tech Parkway,NULL,NULL,NULL,NULL,NULL,NULL,1
12030585,3/22/2012,3:05,3/22/2012,3:30:00,7399,Miscellaneous Offenses,Closed/Cleared,Unfounded,ONCAM,Z4,Ferst Drive @ Hemphill Avenue,Ferst Drive @ Hemphill Avenue,NULL,NULL,NULL,NULL,NULL,1
12030587,3/22/2012,8:07,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Lyman Hall   29A   Z2 - 221 Uncle Heinie Way NW, 325",Lyman Hall   29A   Z2,221,NULL,Uncle Heinie Way NW,NULL,NULL,1
12030588,2/11/2012,19:00,NULL,NULL,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Instructional Center, second floor - 759 Ferst Drive, NW","Instructional Center, second floor",759,NULL,"Ferst Drive, NW",NULL,NULL,1
12030589,3/23/2012,3:01,3/23/2012,3:45:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,"0 3rd Street, at Spring Street",NULL,0,NULL,3rd Street,NULL,NULL,1
12030590,3/23/2012,3:34,3/23/2012,4:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z4,GT Substation Z4 - 665 Northside Dr SW,GT Substation Z4,665,NULL,Northside Dr SW,NULL,NULL,1
12030591,3/15/2012,11:00,NULL,NULL,7399,Miscellaneous Offenses,Inactive,NULL,ONCAM,Z3,"Stamps Student Center Common 114  Z3 - 350 Ferst Drive, NW",Stamps Student Center Common 114  Z3,350,NULL,"Ferst Drive, NW",NULL,NULL,1
12030592,2/22/2012,15:00,3/23/2012,8:05:00,2308,Larceny – From Building,Inactive,NULL,ONCAMRES,Z2,"North Avenue Apartments - 120 North Avenue, NW, 13th Floor",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
12030594,3/22/2012,16:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"O'Keefe Building - 151 Sixth Street, NW, U & E/Facilities",O'Keefe Building,151,NULL,"Sixth Street, NW",NULL,NULL,1
12030595,3/23/2012,14:30,3/23/2012,14:40:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4 - 870 Curran Street NW,Woodruff Residence Hall   116   Z4,870,NULL,Curran Street NW,NULL,NULL,1
12030596,3/23/2012,17:53,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Smith Residence Hall - 630 Williams Street, NW",Smith Residence Hall,630,NULL,"Williams Street, NW",NULL,NULL,1
12030597,3/23/2012,17:15,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"North Avene, NW and Tech Parkway, NW",NULL,NULL,NULL,"North Avene, NW and Tech Parkway, NW",NULL,NULL,1
12030598,3/23/2012,23:55,3/24/2012,0:34:00,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Cloudman Residence Hall   13  Z2 - 661 Techwood Drive, NW, 4th floor external stairwell",Cloudman Residence Hall   13  Z2,661,NULL,"Techwood Drive, NW",NULL,NULL,1
12030599,3/24/2012,10:05,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z1,"998 Center Street, NW",NULL,998,NULL,"Center Street, NW",NULL,NULL,1
12030600,3/24/2012,11:45,3/24/2012,12:00:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,"455 Fourteenth Street, NW",NULL,455,NULL,"Fourteenth Street, NW",NULL,NULL,1
12030601,3/23/2012,17:05,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"School of Industrial and Systems Engineering - 765 Ferst Drive, NW, Parking Lot",School of Industrial and Systems Engineering,765,NULL,"Ferst Drive, NW",NULL,NULL,1
12030602,3/24/2012,18:19,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,PUB,Z2,"Fowler Street, NW @ Fourth Street, NW","Fowler Street, NW @ Fourth Street, NW",NULL,NULL,NULL,NULL,NULL,1
12030603,3/24/2012,19:05,3/24/2012,19:17:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2 - 800 Spring Street NW,Georgia Tech Hotel & Conference Center   171  Z2,800,NULL,Spring Street NW,NULL,NULL,1
12030604,3/25/2012,3:02,3/25/2012,3:20:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z2,"Varsity - 61 North Avenue, NW, Rear parking lot",Varsity,61,NULL,"North Avenue, NW",NULL,NULL,1
12030605,3/25/2012,16:10,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Ferst Center for the Arts - 349 Ferst Drive, NW",Ferst Center for the Arts,349,NULL,"Ferst Drive, NW",NULL,NULL,1
12030606,3/26/2012,3:00,3/26/2012,3:06:00,2308,Larceny – From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,"Clough Undergraduate Learning Center (CULC) - 266 Fourth Street, NW, First Floor",Clough Undergraduate Learning Center (CULC),266,NULL,"Fourth Street, NW",NULL,NULL,1
12030607,3/26/2012,7:56,3/26/2012,7:58:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,NULL,NULL,Alumni-Faculty House   3   Z2 - 190 North Avenue NW,Alumni-Faculty House   3   Z2,190,NULL,North Avenue NW,NULL,NULL,1
12030608,3/26/2012,10:41,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z1,Beringause Building   46   Z1 - 879 Hemphill Avenue NW,Beringause Building   46   Z1,879,NULL,Hemphill Avenue NW,NULL,NULL,1
12030609,3/26/2012,12:45,NULL,NULL,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2 - 800 Spring Street NW,Georgia Tech Hotel & Conference Center   171  Z2,800,NULL,Spring Street NW,NULL,NULL,1
12030610,3/23/2012,12:00,3/23/2012,14:04:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,PUB,Z4,"Tech Parkway, NW near Means Street, NW","Tech Parkway, NW near Means Street, NW",NULL,NULL,NULL,NULL,NULL,1
12030611,3/26/2012,15:48,NULL,NULL,2399,Larceny Offense Free Text,Inactive,NULL,PUB,Z2,Starbucks - 45 Fifth Street NW,Starbucks,45,NULL,Fifth Street NW,NULL,NULL,1
12030612,3/26/2012,16:05,3/26/2012,17:05:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Hotel & Conference Center - 800 Spring Street NW,Georgia Tech Hotel & Conference Center,800,NULL,Spring Street NW,NULL,NULL,1
12030614,3/26/2012,10:30,3/26/2012,11:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Fifth Street, NW @ Techwood Drive, NW","Fifth Street, NW @ Techwood Drive, NW",NULL,NULL,NULL,NULL,NULL,1
12030615,3/26/2012,22:35,3/26/2012,22:40:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,PUB,NULL,526 NW Centennial Olympic Park Drive,NULL,NULL,NULL,NULL,NULL,NULL,1
12030616,3/26/2012,23:39,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,Cloudman Residence Hall - 661 Techwood Drive NW,Cloudman Residence Hall,661,NULL,Techwood Drive NW,NULL,NULL,1
12030617,3/27/2012,1:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z2,"Tower Residence Hall - 112 Bobby Dodd Way, NW",Tower Residence Hall,112,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
12030618,3/27/2012,9:00,3/27/2012,9:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"O'Keefe Building - 151 Sixth Street NW, / Kitchen Area 11",O'Keefe Building,151,NULL,Sixth Street NW,NULL,NULL,1
12030619,3/27/2012,21:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Howey Physics Building   81   Z3 - 800 Atlantic Drive NW,Howey Physics Building   81   Z3,800,NULL,Atlantic Drive NW,NULL,NULL,1
12030620,2/25/2012,0:00:00,3/27/2012,14:00:00,5309,Harassing Communication,Closed/Cleared,NULL,ONCAM,Z1,Undergraduate Living Center  64   Z4 - 580 Turner Place NW,Undergraduate Living Center  64   Z4,580,NULL,Turner Place NW,NULL,NULL,1
12030621,3/24/2012,22:00,3/24/2012,22:15:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z3,"Ferst Center of the Arts - 349 Ferst Drive,NW",Ferst Center of the Arts,349,NULL,"Ferst Drive,NW",NULL,NULL,1
12030622,3/27/2012,14:30,3/27/2012,16:25:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,Barnes and Noble Bookstore 172 Z2 - 48 Fifth Street,Barnes and Noble Bookstore 172 Z2,48,NULL,Fifth Street,NULL,NULL,1
12030623,3/27/2012,14:20,3/27/2012,17:12:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,PUB,Z4,Means Street @ Tech Parkway,Means Street @ Tech Parkway,NULL,NULL,NULL,NULL,NULL,1
12030624,3/27/2012,17:25,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Center - 351 Ferst Drive NW, near the optical center",Student Center,351,NULL,Ferst Drive NW,NULL,NULL,1
12030625,3/27/2012,18:17,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Smith Building   24   Z2 - 685 Cherry Street NW, 2nd florr 207",Smith Building   24   Z2,685,NULL,Cherry Street NW,NULL,NULL,1
12030626,3/27/2012,18:35,3/27/2012,18:45:00,2308,Larceny – From Building,Inactive,NULL,ONCAM,Z2,"NAA Gym - 120 North Avenue, NW",NAA Gym,120,NULL,"North Avenue, NW",NULL,NULL,1
12030627,3/27/2012,17:30,3/27/2012,22:45:00,2204,Burglary – No Forced Entry – Residence,Inactive,NULL,ONCAMRES,Z4,"Caldwell Residence Hall - 521 Turner Place NW, Room 216",Caldwell Residence Hall,521,NULL,Turner Place NW,NULL,NULL,1
12030628,3/28/2012,1:02,3/28/2012,1:21:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,NARA 136 Z2 - 505 Tech Way,NARA 136 Z2,505,NULL,TECH WAY,NULL,NULL,1
12030629,3/28/2012,1:45,3/28/2012,2:00:00,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,610 Spring Street NW,NULL,NULL,NULL,NULL,NULL,NULL,1
12030630,3/28/2012,1:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Beringause Building   46   Z1 - 879 Hemphill Avenue NW,Beringause Building   46   Z1,879,NULL,Hemphill Avenue NW,NULL,NULL,1
12030633,3/28/2012,12:24,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Library-East Tower (Crosland) - 241 Bobby Dodd Way, NW",Library-East Tower (Crosland),241,NULL,"Bobby Dodd Way, NW",NULL,NULL,1
12030634,3/28/2012,13:40,3/28/2012,13:50:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z1,"Tenth Street, NW @ Hemphill Avenue, NW","Tenth Street, NW @ Hemphill Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
12030635,3/28/2012,13:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z3,"Boggs/Physics Parking Lot - 350 Ferst Drive, NW",Boggs/Physics Parking Lot,350,NULL,"Ferst Drive, NW",NULL,NULL,1
12030636,3/28/2012,7:00,3/28/2012,15:00:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z2,Glenn Residence Hall   16   Z2 - 118 Bobby Dodd Way NW,Glenn Residence Hall   16   Z2,118,NULL,BOBBY DODD WAY NW,NULL,NULL,1
12030637,3/28/2012,17:00,3/28/2012,17:50:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Fifth Street, NW @ Spring Street, NW","Fifth Street, NW @ Spring Street, NW",NULL,NULL,NULL,NULL,NULL,1
12030638,3/28/2012,17:24,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Parking Office,Parking Office,NULL,NULL,NULL,NULL,NULL,1
12030639,3/28/2012,17:36,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Peters Parking Deck - 749 Fowler Street, NW",Peters Parking Deck,749,NULL,"Fowler Street, NW",NULL,NULL,1
12030640,3/28/2012,18:40,3/28/2012,20:36:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"North Avenue Apartments - 120 North Avenue, NW, East Building Room 907",North Avenue Apartments,120,NULL,"North Avenue, NW",NULL,NULL,1
12030641,3/29/2012,0:43,3/29/2012,1:42:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,"Holland Power Plant - 680 Power Plant Drive, NW",Holland Power Plant,680,NULL,"Power Plant Drive, NW",NULL,NULL,1
12030642,3/29/2012,1:41,3/29/2012,2:00:00,4199,Liquor Law Violation Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAMRES,Z1,"Familly Apartments   180   Z1 - 251 Tenth Street, NW",Familly Apartments   180   Z1,251,NULL,"Tenth Street, NW",NULL,NULL,1
12030643,3/29/2012,0:00,3/29/2012,3:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Montgomery-Knight Building - 270 Ferst Drive, NW, Room 409",Montgomery-Knight Building,270,NULL,"Ferst Drive, NW",NULL,NULL,1
12030644,3/29/2012,7:50,NULL,NULL,4199,Liquor Law Violation Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Crecine Residence Hall   131   Z4 - 900 Hemphill Avenue, NW",Crecine Residence Hall   131   Z4,900,NULL,"Hemphill Avenue, NW",NULL,NULL,1
12030645,3/29/2012,3:16,NULL,NULL,5309,Harassing Communication,Inactive,NULL,ONCAMRES,Z2,Harrison Residence Hall   14   Z2 - 660 Williams Street NW,Harrison Residence Hall   14   Z2,660,NULL,Williams Street NW,NULL,NULL,1
12030646,3/29/2012,9:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,Z4,"Maulding Residence Hall (Sixth St. Apts.)  65  Z4 - 501 Sixth Street, NW",Maulding Residence Hall (Sixth St. Apts.)  65  Z4,501,NULL,"Sixth Street, NW",NULL,NULL,1
12030647,3/28/2012,21:00,3/28/2012,22:00:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z4,"Woodruff Residence Hall - 890 Curran Street, NW",Woodruff Residence Hall,890,NULL,"Curran Street, NW",NULL,NULL,1
12030648,3/29/2012,11:06,NULL,NULL,3562,Marijuana – Possession of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,"Woodruff Residence Hall   116   Z4 - 870 Curran Street, NW",Woodruff Residence Hall   116   Z4,870,NULL,"Curran Street, NW",NULL,NULL,1
12030650,3/29/2012,19:30,3/29/2012,20:14:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,Z2,"Georgia Tech Police Department - 879 Hemphill Avenue, NW",Georgia Tech Police Department,879,NULL,"Hemphill Avenue, NW",NULL,NULL,1
12030651,3/30/2012,2:11,3/30/2012,2:41:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAMRES,NULL,"Harris Residence Hall - 633 Techwood Drive, NW Room 318",Harris Residence Hall,633,NULL,"Techwood Drive, NW Room 318",NULL,NULL,1
12030653,3/29/2012,18:00,3/29/2012,18:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,NONCAM,OFFCAM,1846 Highway 85 North,NULL,1846,NULL,Highway 85 North,NULL,NULL,1
12030654,3/30/2012,13:00,3/30/2012,13:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Center Street Apartments   132  Z1 - 939 Hemphill Avenue NW,Center Street Apartments   132  Z1,939,NULL,Hemphill Avenue NW,NULL,NULL,1
12030655,3/25/2012,20:00,3/30/2012,17:27:00,2305,Larceny – Articles from Vehicle,Inactive,NULL,ONCAM,Z2,"North Parking Deck - 120 North Avenue, NW",North Parking Deck,120,NULL,"North Avenue, NW",NULL,NULL,1
12030656,3/30/2012,17:25,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Chandler Stadium   68   Z1 - 255 Ferst Drive NW,Chandler Stadium   68   Z1,255,NULL,Ferst Drive NW,NULL,NULL,1
12030657,3/30/2012,22:04,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Cleared by Arrest,PUB,Z2,"Spring Street, NW @ Ponce De Leon Avenue, NW","Spring Street, NW @ Ponce De Leon Avenue, NW",NULL,NULL,NULL,NULL,NULL,1
12030658,3/31/2012,2:46,3/31/2012,3:10:00,4104,Liquor – Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,"Harrison Residence Hall   14   Z2 - 660 Williams Street, NW",Harrison Residence Hall   14   Z2,660,NULL,"Williams Street, NW",NULL,NULL,1
12030659,3/31/2012,4:21,3/31/2012,5:10:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Kappa Sigma Fraternity - 182 Sixth Street, NW",Kappa Sigma Fraternity,182,NULL,"Sixth Street, NW",NULL,NULL,1
12030660,3/31/2012,9:00,3/31/2012,9:15:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Campanile - 350 Block Ferst Drive NW,Campanile,350,NULL,Block Ferst Drive NW,NULL,NULL,1
12030661,3/31/2012,11:00,3/31/2012,11:40:00,2399,Larceny Offense Free Text,Closed/Cleared,Unfounded,ONCAM,Z3,Instructional Center - 759 Ferst Drive NW,Instructional Center,759,NULL,Ferst Drive NW,NULL,NULL,1
12030662,3/31/2012,14:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,"Campus Recreaton Center - 750 FERST DR NW, GA TECH BLDG",Campus Recreaton Center,750,NULL,FERST DR NW,NULL,NULL,1
12030663,3/31/2012,16:00,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,Chandler Stadium   68   Z1 - 255 Ferst Drive NW,Chandler Stadium   68   Z1,255,NULL,Ferst Drive NW,NULL,NULL,1
12030664,3/31/2012,14:00,3/31/2012,14:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"Student Center   104   Z3 - 351 Ferst Drive, NW",Student Center   104   Z3,351,NULL,"Ferst Drive, NW",NULL,NULL,1
12040665,4/1/2012,2:50,NULL,NULL,7399,Miscellaneous Offenses,Inactive,NULL,ONCAMRES,Z2,"Sigma Nu Fraternity   325   Z2 - 750 Fowler Street, NW",Sigma Nu Fraternity   325   Z2,750,NULL,"Fowler Street, NW",NULL,NULL,1
12040667,4/1/2012,12:20,4/1/2012,12:42:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,"College of Architecture-West Wing   75   Z3 - 247 Fourth Street, NW, Room 123",College of Architecture-West Wing   75   Z3,247,NULL,"Fourth Street, NW",NULL,NULL,1
12040668,4/1/2012,3:00,4/1/2012,3:30:00,2999,Damage to Property Offense Free Text,Closed/Cleared,Victim/Witness Refused to Cooperate,NONCAM,Z2,"Kappa Alpha Fraternity   310   Z2 - 801 Techwood Drive, NW",Kappa Alpha Fraternity   310   Z2,801,NULL,"Techwood Drive, NW",NULL,NULL,1
12040669,4/1/2012,11:27,4/1/2012,13:54:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3 - 266 Ferst Drive NW,Klaus Advanced Computing Building   153   Z3,266,NULL,Ferst Drive NW,NULL,NULL,1
12040670,4/1/2012,15:00,4/1/2012,15:00:00,2399,Larceny Offense Free Text,Inactive,NULL,ONCAM,Z2,Alpha Chi Omega- 741 Brittain Drive NW,NULL,NULL,NULL,NULL,NULL,NULL,1
12040671,4/1/2012,15:00,4/1/2012,15:30:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Techwood Drive,NW, Sidewalk in front of Bobby Dodd  Statdium",NULL,NULL,NULL,"Techwood Drive,NW",NULL,NULL,1
12040673,4/1/2012,17:00,4/1/2012,17:35:00,1313,Simple Assault/Battery,Closed/Cleared,Unfounded,NULL,Z2,"Library   77   Z2 - 704 Cherry Street, NW, 6th Floor",Library   77   Z2,704,NULL,"Cherry Street, NW",NULL,NULL,1
12040674,4/1/2012,19:30,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Weber Building  (SST 1) - 281 Ferst Drive, NW",Weber Building  (SST 1),281,NULL,"Ferst Drive, NW",NULL,NULL,1
12040675,4/1/2012,16:00,4/1/2012,21:10:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z2,"Beta Theta Pi Fraternity - 764 Fowler Street, NW",Beta Theta Pi Fraternity,764,NULL,"Fowler Street, NW",NULL,NULL,1
12040676,4/1/2012,22:20,NULL,NULL,7399,Miscellaneous Offenses,Closed/Cleared,Prosecution Declined,ONCAM,Z3,"Fire Lanes behind Pi Kappa Alpha - 800 Fowler Street, NW",Fire Lanes behind Pi Kappa Alpha,800,NULL,"Fowler Street, NW",NULL,NULL,1
12040677,3/30/2012,16:00,4/2/2012,8:30:00,5707,Criminal Trespass,Inactive,NULL,ONCAMRES,Z1,"Center Street Apartments   132  Z1 - 939 Hemphill Avenue NW, North 2nd Floor Lounge",Center Street Apartments   132  Z1,939,NULL,Hemphill Avenue NW,NULL,NULL,1
12040678,4/2/2012,10:35,4/2/2012,11:00:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z4,Couch Building   115   Z4 - 840 McMillan Street NW,Couch Building   115   Z4,840,NULL,McMillan Street NW,NULL,NULL,1
12040679,4/2/2012,8:00,4/2/2012,12:05:00,7399,Miscellaneous Offenses,Closed/Cleared,NULL,ONCAM,Z1,"Baker Building   99   Z1 - 939 Dalney Street, NW",Baker Building   99   Z1,939,NULL,"Dalney Street, NW",NULL,NULL,1
